mean;std;min;25%;50%;75%;max
0.039372587281983534;0.024918523461242514;-0.24755185805792848;0.0325726129977829;0.0401728891448549;0.04668741210702225;0.29966804186858315
0.003725492653174924;0.6955467328500428;-1.2953042242739152;-0.7079114387153405;-0.002714384095420291;0.6416804960225785;1.4234231906320407
0.012775092372286665;0.8523128687610668;-1.7451153398378634;-0.7907890034622794;0.029049391929231942;0.7940167445740978;1.7483430138666896
0.0049188046887397195;0.1450462964995966;-0.7481979970441037;-0.08987038196396405;0.004331102788939324;0.100698140069471;0.7178802972384891
0.03225759544574998;0.6560181413310572;-1.2138726560849606;-0.6058505983139596;0.00868602978524012;0.6547095251761652;1.4027938494102528
0.0070460116959882;0.5468878245691255;-1.7268249614715048;-0.4540312454066719;-0.015062648472810863;0.5045987021958337;1.6192346990423176
-0.001004228623767025;0.24650021657648827;-1.197549897798655;-0.17540966385856954;-0.016241635458522464;0.17757521389324885;1.5072237091336858
0.03925551181056597;0.3851063800769564;-0.9098616611942195;-0.29206776334187795;0.03800138288836145;0.3485269687307887;1.037980560469353
-0.0016287050084052854;0.6653336329060459;-1.4879743759957182;-0.5777601483516439;0.005379517376470087;0.5239649831989488;1.662270803946003
0.0025896032666457686;0.16549181666609872;-0.5673744909604369;-0.11693977326167619;-0.0010827761504982913;0.11802254816569994;0.6085199742543124
-0.001925657716159234;0.617000486375832;-1.3094190501256986;-0.5732779574404738;0.060802209176576034;0.48207465262756316;1.6644605000051005
0.01047445564290443;0.7957447282582536;-1.7838478345344697;-0.6864264141553916;-0.025283730434266485;0.7305384559172249;1.7870756434091755
0.003986161891849157;0.2767335552050523;-1.4400916274633446;-0.13751251445535045;0.002165551394469662;0.14292639781410682;1.3231518622470946
-0.028382387562387736;0.4878148694141815;-1.3908506171814945;-0.4799031588358149;-0.0010857540914315765;0.4125864183116975;1.3897648202566661
-0.03811631302553575;0.4293846454940389;-1.7042309723314881;-0.3539722340118413;-0.08822408261713945;0.2668240534648792;1.5686671743769525
-0.00028186707601926363;0.4843370337500554;-2.451404297068052;-0.3280810364887855;-0.009744980821850019;0.339991578110322;2.067018758881893
0.0320822739816035;0.4261018925669111;-0.9793498618552733;-0.35395571935767023;0.04994467370142179;0.3897855835247931;1.2855324519554616
-0.0005309119860012717;0.7867705694657561;-1.5127202379455038;-0.7520565087656731;-0.01613855088293575;0.7176275569665217;1.9075767373661259
0.003728015771213717;0.24074596995463213;-1.1531560733619077;-0.1559196976822349;0.0032483269783886285;0.16891301409447929;1.1369144992072684
-0.008685376252207687;0.5051961922362527;-1.1889003958357742;-0.5059612513643795;0.10640387036501092;0.43212999581020534;1.0368948305142007
-0.03516367276820886;0.6763614803507417;-1.799986474936939;-0.6186444478685001;-0.11189395716990129;0.5487107436177192;1.6923960774352407
0.00588482601499953;0.34501686992361;-1.4455056203985426;-0.22954844645399378;0.007579430107275547;0.24903841285696016;1.4411744525662966
-0.06515812544785773;0.498426664025952;-2.030359518674521;-0.4386445101603669;0.01845781377522768;0.3257261339438842;1.7458920672875282
-0.0789369191984335;0.6052297164183971;-2.1787044689142876;-0.5078264101061035;-0.0968313120965664;0.336757757828976;2.5735609683349097
